Formula,d2occu,Slog,S,Sclass,Ea,a,c,a/c,h,d,Vcalc,,D1eneff,D2eneff,D3eneff,,,RelPvol,RelSivol,RelD1vol,RelD2vol,RelD3vol,,Totalvol,Pestimvol,Siestimvol,D1vol,D2vol,D3vol,,,Pestimrad,Siestimrad,Pvolpermolecule,Sivolpermolecule,D1volperatom,D2volperatom,D3volperatom,D1ionicr,D2ionicr,D3ionicr,D1eff,D2eff,D3eff,Ga,Sc,Y,Yb,Cr,Al,In,Co,Cu,Zn,Mg,Mo,Nb,Sn,Hf,Ge,Ti,Zr,SiO4,Na,PO4,Fe,D1eneg,D2eneg,D3eneg
Na2CrZr(PO4)3,1,-4.602059991,0.000025,1,0.409,8.7242,22.2799,0.391572673,12.33788196,25.46796567,1468.571498,,1.86,1.66,1.33,,,0.992657997,0,0.004886661,0.000990883,0.001464458,,1819.309374,1805.952,0,8.890347842,1.802723405,2.664302892,,,9.072761768,0,601.984,665.842,4.445173921,1.802723405,2.664302892,1.02,0.755,0.86,2.04,0.755,0.86,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,0,0.93,1.66,1.33
Na2.2In1.2Zr0.8(PO4)3,1.2,-5.580044252,0.00000263,1,0.42,8.90247,22.4943,0.395765594,12.58999381,25.77792615,1543.917722,,2.046,1.78,1.064,,,0.991171538,0,0.005367278,0.002291372,0.001169812,,1822.037792,1805.952,0,9.779382626,4.174967022,2.131442314,,,9.072761768,0,601.984,665.842,4.445173921,3.479139185,2.664302892,1.02,0.94,0.86,2.244,1.128,0.688,0,0,0,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0.8,0,2.2,3,0,0.93,1.78,1.33
Na2.5Cr1.5Zr0.5(PO4)3,1.5,-3.744727495,0.00018,1,0.425,8.6713,21.96717,0.394739058,12.26307006,25.1582878,1430.451594,,2.325,2.49,0.665,,,0.991681313,0,0.006102316,0.001484863,0.000731509,,1821.101171,1805.952,0,11.1129348,2.704085108,1.332151446,,,9.072761768,0,601.984,665.842,4.445173921,1.802723405,2.664302892,1.02,0.755,0.86,2.55,1.1325,0.43,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,2.5,3,0,0.93,1.66,1.33
Na2.5In1.5Zr0.5(PO4)3,1.5,-4,0.0001,1,0.472,8.9083,22.40012,0.397689834,12.59823868,25.69982478,1539.467925,,2.325,2.67,0.665,,,0.990313862,0,0.006093901,0.002861737,0.0007305,,1823.615795,1805.952,0,11.1129348,5.218708777,1.332151446,,,9.072761768,0,601.984,665.842,4.445173921,3.479139185,2.664302892,1.02,0.94,0.86,2.55,1.41,0.43,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0.5,0,2.5,3,0,0.93,1.78,1.33
Na2.5Sc1.5Zr0.5(PO4)3,1.5,-3.251811973,0.00056,1,0.357,8.8991,22.4445,0.396493573,12.58522791,25.73214997,1539.33357,,2.325,2.04,0.665,,,0.990783005,0,0.006096788,0.00238936,0.000730846,,1822.752298,1805.952,0,11.1129348,4.355212135,1.332151446,,,9.072761768,0,601.984,665.842,4.445173921,2.903474757,2.664302892,1.02,0.885,0.86,2.55,1.3275,0.43,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,2.5,3,0,0.93,1.36,1.33
Na2.5Y1.5Zr0.5(PO4)3,1.5,-4.337242168,0.000046,1,0.456,8.9762,22.8656,0.392563502,12.69426378,26.15301123,1595.505387,,2.325,1.83,0.665,,,0.989310772,0,0.006087729,0.003871739,0.00072976,,1825.464809,1805.952,0,11.1129348,7.067722988,1.332151446,,,9.072761768,0,601.984,665.842,4.445173921,4.711815325,2.664302892,1.02,1.04,0.86,2.55,1.56,0.43,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,2.5,3,0,0.93,1.22,1.33
Na2.5Yb1.5Zr0.5(PO4)3,1.5,-3.721246399,0.00019,1,0.544,9.0363,22.76313,0.396970891,12.77925801,26.10497123,1609.696101,,2.325,1.65,0.665,,,0.989653695,0,0.006089839,0.003526453,0.000730013,,1824.832272,1805.952,0,11.1129348,6.435185908,1.332151446,,,9.072761768,0,601.984,665.842,4.445173921,4.290123938,2.664302892,1.02,1.008,0.86,2.55,1.512,0.43,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,2.5,3,0,0.93,1.1,1.33
Na2.6In1.6Zr0.4(PO4)3,1.6,-5.55129368,0.00000281,1,0.46,8.93731,22.40444,0.398907984,12.63926501,25.72372352,1549.80968,,2.418,2.848,0.532,,,0.990028299,0,0.00633583,0.003051639,0.000584232,,1824.141796,1805.952,0,11.55745219,5.566622696,1.065721157,,,9.072761768,0,601.984,665.842,4.445173921,3.479139185,2.664302892,1.02,0.94,0.86,2.652,1.504,0.344,0,0,0,0,0,0,1.6,0,0,0,0,0,0,0,0,0,0,0.4,0,2.6,3,0,0.93,1.78,1.33
Na2.8In1.8Zr0.2(PO4)3,1.8,-5.623423043,0.00000238,1,0.43,8.9555,22.35393,0.400623067,12.66498956,25.69241419,1552.616491,,2.604,3.204,0.266,,,0.981910997,0,0.006767258,0.011032025,0.000289721,,1839.221687,1805.952,0,12.44648698,20.29033973,0.532860578,,,9.072761768,0,601.984,665.842,4.445173921,3.479139185,2.664302892,1.02,0.94,0.86,2.856,1.692,0.172,0,0,0,0,0,0,1.8,0,0,0,0,0,0,0,0,0,0,0.2,0,2.8,3,0,0.93,1.78,1.33
Na3Cr2(PO4)3,1,-6.769551079,0.00000017,0,0.68,8.6432,21.6193,0.399790928,12.22333066,24.83553794,1398.61,,2.79,1.66,1.66,,,0.990706548,0,0.007315581,0.000988935,0.000988935,,1822.892969,1805.952,0,13.33552176,1.802723405,1.802723405,,,9.072761768,0,601.984,665.842,4.445173921,1.802723405,1.802723405,1.02,0.755,0.755,3.06,0.755,0.755,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0.93,1.66,1.66
Na3Fe2(PO4)3,1,-6.920818754,0.00000012,0,0.82,8.72702,21.80779,0.400179019,12.34187004,25.05796202,1438.38,,2.79,1.83,1.83,,,0.991170538,0,0.007319008,0.000755227,0.000755227,,1822.03963,1805.952,0,13.33552176,1.376054119,1.376054119,,,9.072761768,0,601.984,665.842,4.445173921,1.376054119,1.376054119,1.02,0.69,0.69,3.06,0.755,0.755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,0.93,1.83,1.83
Na3Sc2(PO4)3,1,-4.643974143,0.0000227,1,0.352,8.9314,22.326,0.400044791,12.63090701,25.65131747,1542.2,,2.79,1.36,1.36,,,0.989511518,0,0.007306757,0.001590863,0.001590863,,1825.094471,1805.952,0,13.33552176,2.903474757,2.903474757,,,9.072761768,0,601.984,665.842,4.445173921,2.903474757,2.903474757,1.02,0.885,0.885,3.06,0.755,0.755,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0.93,1.36,1.36
Na1.4Al0.4Ge1.6(PO4)3,0.4,-9.137868621,7.28E-10,0,0.63,8.1427,21.5,0.378730233,11.51551677,24.38969304,1234.542259,,1.302,0.644,3.216,,,0.995175928,0,0.003429339,0.000283957,0.001110776,,1814.706274,1805.952,0,6.223243489,0.5152993,2.015731271,,,9.072761768,0,601.984,665.842,4.445173921,1.288248249,1.259832044,1.02,0.675,0.67,1.428,0.27,1.072,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,1.6,0,0,0,1.4,3,0,0.93,1.61,2.01
Na1.4Al0.4Sn1.6(PO4)3,0.4,-7.850780887,1.41E-08,0,0.57,8.5346,22.3847,0.381269349,12.06974707,25.4313505,1412.044075,,1.302,0.644,3.136,,,0.994180809,0,0.00342591,0.000283673,0.002109608,,1816.522693,1805.952,0,6.223243489,0.5152993,3.832150019,,,9.072761768,0,601.984,665.842,4.445173921,1.288248249,2.395093762,1.02,0.675,0.83,1.428,0.27,1.328,0,0,0,0,0,0.4,0,0,0,0,0,0,0,1.6,0,0,0,0,0,1.4,3,0,0.93,1.61,1.96
Na1.4Al0.4Ti1.6(PO4)3,0.4,-7.251811973,0.000000056,0,0.52,8.4748,21.769,0.389305894,11.9851771,24.85022799,1354.02919,,1.302,0.644,2.464,,,0.994761773,0,0.003427912,0.000283839,0.001526476,,1815.461801,1805.952,0,6.223243489,0.5152993,2.771258533,,,9.072761768,0,601.984,665.842,4.445173921,1.288248249,1.732036583,1.02,0.675,0.745,1.428,0.27,1.192,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,1.6,0,0,1.4,3,0,0.93,1.61,1.54
Na1.6Al0.6Ti1.4(PO4)3,0.6,-6.958607315,0.00000011,0,0.56,8.48251,21.66916,0.391455414,11.99608068,24.76809332,1350.272643,,1.488,0.966,2.156,,,0.994323463,0,0.003915888,0.000425571,0.001335078,,1816.262078,1805.952,0,7.112278274,0.77294895,2.424851216,,,9.072761768,0,601.984,665.842,4.445173921,1.288248249,1.732036583,1.02,0.675,0.745,1.632,0.405,1.043,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,1.4,0,0,1.6,3,0,0.93,1.61,1.54
Na1.8Al0.8Ti1.2(PO4)3,0.8,-6.920818754,0.00000012,0,0.55,8.48202,21.61877,0.39234517,11.99538772,24.72368385,1346.977053,,1.674,1.288,1.848,,,0.99388554,0,0.004403433,0.000567178,0.001143848,,1817.062356,1805.952,0,8.001313058,1.0305986,2.0784439,,,9.072761768,0,601.984,665.842,4.445173921,1.288248249,1.732036583,1.02,0.675,0.745,1.836,0.54,0.894,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,1.2,0,0,1.8,3,0,0.93,1.61,1.54
Na1.9Al0.9Ti1.1(PO4)3,0.9,-6.886056648,0.00000013,0,0.51,8.48461,21.59946,0.392815839,11.99905053,24.7085792,1346.59592,,1.767,1.449,1.694,,,0.993666723,0,0.004647045,0.000637935,0.001048297,,1817.462494,1805.952,0,8.44583045,1.159423424,1.905240241,,,9.072761768,0,601.984,665.842,4.445173921,1.288248249,1.732036583,1.02,0.675,0.745,1.938,0.6075,0.8195,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,1.1,0,0,1.9,3,0,0.93,1.61,1.54
Na1.4In0.4Ti1.6(PO4)3,0.4,-7.730487056,1.86E-08,0,0.535,8.57531,21.90484,0.391480148,12.1273197,25.03784932,1394.987688,,1.302,0.712,2.464,,,0.994281815,0,0.003426258,0.000766188,0.001525739,,1816.338158,1805.952,0,6.223243489,1.391655674,2.771258533,,,9.072761768,0,601.984,665.842,4.445173921,3.479139185,1.732036583,1.02,0.94,0.745,1.428,0.376,1.192,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,1.6,0,0,1.4,3,0,0.93,1.78,1.54
Na1.4In0.4Sn1.6(PO4)3,0.4,-7.565431096,2.72E-08,0,0.53,8.66622,22.34855,0.387775493,12.25588586,25.48851556,1453.581551,,1.302,0.712,3.136,,,0.993701411,0,0.003424258,0.00076574,0.00210859,,1817.399049,1805.952,0,6.223243489,1.391655674,3.832150019,,,9.072761768,0,601.984,665.842,4.445173921,3.479139185,2.395093762,1.02,0.94,0.83,1.428,0.376,1.328,0,0,0,0,0,0,0.4,0,0,0,0,0,0,1.6,0,0,0,0,0,1.4,3,0,0.93,1.78,1.96
Na1.4In0.4Hf1.6(PO4)3,0.4,-6.730487056,0.000000186,0,0.405,8.81821,22.61572,0.389915068,12.47083218,25.8261969,1523.007088,,1.302,0.712,2.08,,,0.993546288,0,0.003423724,0.000765621,0.002264367,,1817.682801,1805.952,0,6.223243489,1.391655674,4.115901779,,,9.072761768,0,601.984,665.842,4.445173921,3.479139185,2.572438612,1.02,0.94,0.85,1.428,0.376,1.36,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,1.6,0,0,0,0,1.4,3,0,0.93,1.78,1.3
Na2.5Sc0.2Zr1.8(SiO4)1.3(PO4)1.7,0.2,-3.496209317,0.000319,1,0.3,8.99,22.878,0.39295393,12.71377993,26.17332772,1601.282918,,2.325,0.272,2.394,,,0.537074791,0.454271444,0.005832163,0.000304754,0.002516848,,1905.456775,1023.3728,865.5946,11.1129348,0.580694951,4.795745206,,,6.829726943,6.176783563,601.984,665.842,4.445173921,2.903474757,2.664302892,1.02,0.885,0.86,2.55,0.177,1.548,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,1.3,2.5,1.7,0,0.93,1.36,1.33
Na3Sc1.5Zr0.5(SiO4)0.5(PO4)2.5,1.5,-3.931814138,0.000117,1,0.33,8.937,22.447,0.398137836,12.63882661,25.76058514,1552.646019,,2.79,2.04,0.665,,,0.810467366,0.179288224,0.00718159,0.002345416,0.000717405,,1856.903885,1504.96,332.921,13.33552176,4.355212135,1.332151446,,,8.282260465,3.830678549,601.984,665.842,4.445173921,2.903474757,2.664302892,1.02,0.885,0.86,3.06,1.3275,0.43,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,3,2.5,0,0.93,1.36,1.33
Na3ScZr(SiO4)2(PO4),1,-3.739928612,0.000182,1,0.31,8.985,22.612,0.397355387,12.70670886,25.93767518,1580.904994,,2.79,1.36,1.33,,,0.30830321,0.682015556,0.006829723,0.001487001,0.00136451,,1952.571299,601.984,1331.684,13.33552176,2.903474757,2.664302892,,,5.238161449,7.661357099,601.984,665.842,4.445173921,2.903474757,2.664302892,1.02,0.885,0.86,3.06,0.885,0.86,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,1,0,0.93,1.36,1.33
Na3Sc0.8Zr1.2(SiO4)1.2(PO4)1.8,0.8,-3.847711656,0.000142,1,0.32,8.999,22.717,0.396135053,12.72650785,26.03893414,1593.199324,,2.79,1.088,1.596,,,0.569869611,0.420213961,0.007013391,0.001221592,0.001681446,,1901.437065,1083.5712,799.0104,13.33552176,2.322779805,3.19716347,,,7.027731046,5.93446169,601.984,665.842,4.445173921,2.903474757,2.664302892,1.02,0.885,0.86,3.06,0.708,1.032,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,1.2,3,1.8,0,0.93,1.36,1.33
Na3.5Sc0.5Zr1.5(SiO4)2(PO4),0.5,-3.311580178,0.000488,1,0.32,9.095,22.548,0.403361717,12.86227235,25.95862774,1615.266048,,3.255,0.68,1.995,,,0.307971512,0.681281787,0.007959438,0.0007427,0.002044563,,1954.6743,601.984,1331.684,15.55810872,1.451737378,3.996454338,,,5.238161449,7.661357099,601.984,665.842,4.445173921,2.903474757,2.664302892,1.02,0.885,0.86,3.57,0.4425,1.29,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,2,3.5,1,0,0.93,1.36,1.33
Na2.7Sc0.2Zr1.8(SiO4)1.5(PO4)1.5,0.2,-4.05207638,0.0000887,1,0.4,9.021,22.651,0.398260562,12.75762055,25.9966283,1596.347283,,2.511,0.272,2.394,,,0.470516288,0.520428294,0.006253901,0.000302584,0.002498933,,1919.11741,902.976,998.763,12.00196959,0.580694951,4.795745206,,,6.41541137,6.634929875,601.984,665.842,4.445173921,2.903474757,2.664302892,1.02,0.885,0.86,2.754,0.177,1.548,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,1.5,2.7,1.5,0,0.93,1.36,1.33
Na1.25Sn0.25Ge1.75(PO4)3,0.25,-5.15490196,7.00E-06,1,0.61,8.142,21.602,0.376909545,11.51452682,24.47918977,1240.1859,,,,,,,,,,,,,,,,5.334208705,0.34401353,2.204706077,,,,,,,4.445173921,1.376054119,1.259832044,1.02,0.69,0.67,1.224,0.1725,1.1725,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,1.75,0,0,0,1.2,3,0,,,
Na1.5Sn0.5Ge1.5(PO4)3,0.5,-4.076238039,8.39E-05,1,0.52,8.221,21.772,0.377595076,11.6262497,24.68176789,1274.31928,,,,,,,,,,,,,,,,6.667760881,0.68802706,1.889748066,,,,,,,4.445173921,1.376054119,1.259832044,1.02,0.69,0.67,1.53,0.345,1.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,1.5,0,0,0,1.5,3,0,,,
Na1.75Sn0.75Ge1.25(PO4)3,0.75,-4.920818754,1.20E-05,1,0.58,8.151,21.612,0.377151582,11.52725475,24.49400225,1243.504545,,,,,,,,,,,,,,,,7.779054362,1.032040589,1.574790055,,,,,,,4.445173921,1.376054119,1.259832044,1.02,0.69,0.67,1.785,0.5175,0.8375,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,1.25,0,0,0,1.75,3,0,,,
Na1.3Al0.3Zr1.7(PO4)3 ,0.3,-4.920818754,6.30E-05,1,0.48,8.762,22.7779,0.384671107,12.39133923,25.93025292,1514.435604,,,,,,,,,,,,,,,,5.778726097,0.386474475,4.529314916,,,,,,,4.445173921,1.288248249,2.664302892,1.02,0.675,0.86,1.326,0.2025,1.462,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,1.7,0,1.3,3,0,,,
Na1.3Al0.3Ti1.7(PO4)3 ,0.3,-4.920818754,1.40E-05,1,0.53,8.4614,21.7911,0.388296139,11.96622664,24.86046297,1351.12098,,,,,,,,,,,,,,,,5.778726097,0.386474475,2.944462191,,,,,,,4.445173921,1.288248249,1.732036583,1.02,0.675,0.745,1.326,0.2025,1.2665,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,1.7,0,0,1.3,3,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Test Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Formula,S,Ea,a,c,a/c,Vcalc,D1ionicr,D2ionicr,D3ionicr,D1eff,D2eff,D3eff,D1volperatom,D2volperatom,D3volperatom,D1vol,D2vol,D3vol,Zr,Na,Sn,Ge,PO4,V,Mg,Mn,Fe,Al,Ni,Cr,SiO4,Ti,Sc,Hf,In,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Na3MgZr(PO4)3,1.00E-06,0.4,8.906,22.467,0.396403614,1543.267103,1.02,0.86,1.33,3.06,0.86,1.33,4.445173921,2.664302892,9.854694497,13.33552176,2.664302892,9.854694497,1,3,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Na3MnZr(PO4)3,1.80E-06,0.38,8.98,22.594,0.397450651,1577.888931,1.02,0.72,1.33,3.06,0.72,1.33,4.445173921,1.563456246,9.854694497,13.33552176,1.563456246,9.854694497,1,3,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Na3V2(PO4)3,3.00E-08,0.871,8.729,21.8302,0.399858911,1440.513502,1.02,0.72,0.72,3.06,0.72,0.72,4.445173921,1.563456246,1.563456246,13.33552176,1.563456246,1.563456246,0,3,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Na3V1.9Fe0.1(PO4)3,2.00E-06,0.487,8.7412,21.792,0.401119677,1442.015193,1.02,0.72,0.69,3.06,1.368,0.069,4.445173921,1.563456246,1.376054119,13.33552176,2.970566867,0.137605412,0,3,0,0,3,1.9,0,0,0.1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Na3V1.9Al0.1(PO4)3,1.00E-07,0.777,8.7233,21.78824,0.400367354,1435.86761,1.02,0.72,0.675,3.06,1.368,0.072,4.445173921,1.563456246,1.288248249,13.33552176,2.970566867,0.128824825,0,3,0,0,3,1.9,0,0,0,0.1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Na3.1V1.9Ni0.1(PO4)3,1.20E-06,0.56,8.7432,21.79113,0.401227472,1442.617543,1.02,0.72,0.62,3.06,1.368,0.072,4.445173921,1.563456246,0.998305149,13.33552176,2.970566867,0.099830515,0,3,0,0,3,1.9,0,0,0,0,0.1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Na3V1.9Cr0.1(PO4)3,4.00E-08,0.85,8.7424,21.78684,0.401269757,1442.069602,1.02,0.72,0.69,3.06,1.368,0.072,4.445173921,1.563456246,1.376054119,13.33552176,2.970566867,0.137605412,0,3,0,0,3,1.9,0,0,0,0,0,0.1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Na1.2Zr1.8Fe0.2(PO4)3,2.54E-06,0.093,8.835,22.782,0.387806163,1540.052716,1.02,0.86,0.69,1.224,1.548,0.138,4.445173921,2.664302892,1.376054119,5.334208705,4.795745206,0.275210824,1.8,1.2,0,0,3,0,0,0,0.2,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Na3.4Sc2(SiO4)0.4(PO4)2.6 ,4.00E-03,0.34,8.982,22.2,0.404594595,1551.063963,1.02,0.885,0.885,3.468,0.885,0.885,4.445173921,2.903474757,2.903474757,15.11359133,2.903474757,2.903474757,0,3.4,0,0,2.6,0,0,0,0,0,0,0,0.4,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Na3Al2(PO4)3,3.00E-08,0.7,8.471,21.167,0.400198422,1315.404445,1.02,0.675,0.675,3.06,0.675,0.675,4.445173921,1.288248249,1.288248249,13.33552176,1.288248249,1.288248249,0,3,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NaAlSb(PO4)3,2.12E-08,0.87,8.292,21.86,0.379322964,1301.665446,1.02,0.675,0.9,1.02,0.675,0.9,4.445173921,1.288248249,3.05362548,4.445173921,1.288248249,3.05362548,0,1,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
